,tic,gsector
228975,HLNFF,30.0
4300881,SGTPY,10.0
1488906,CLKTF,15.0
2610328,HKWO,25.0
3474084,ARNI,35.0
1545367,AMRN,35.0
3067841,PUDA,15.0
2612587,SLTFF,15.0
561894,BMO,40.0
4074158,TGCDF,15.0
118195,FMC,15.0
1239924,TDOC,35.0
121376,FNMAO,40.0
3867991,LKMND,15.0
2688986,TOWN,40.0
4089042,MOZ.,15.0
2415126,TES.,15.0
597905,ARZGY,40.0
3104759,CYTK,35.0
1054279,VBTX,40.0
2697783,UTHR,35.0
4225855,MTDR,10.0
2409849,TIPNF,10.0
947769,CWB.PR.B,40.0
99277,DTE,55.0
4018573,XTEG,20.0
4418056,FN.PR.A,40.0
4188000,GRPN,25.0
3235725,ZMD.,35.0
1245212,RHDGF,25.0
4101529,GWRS,55.0
2437699,FE.,15.0
2082569,GORIF,15.0
1260395,DC.PR.E,60.0
3313340,CGLO,45.0
1502726,CEO.H,15.0
1104721,UFAB,25.0
2676465,GBL,40.0
2230882,MMS,45.0
2188449,BJRI,25.0
2163026,ELED,20.0
2059861,GRTS,35.0
2485271,SAMOF,45.0
256554,PBT,10.0
3849277,CYOU,50.0
4202628,SKHRF,15.0
3085401,MMN.,15.0
4249623,CPM.,15.0
753056,CHMI.PA,40.0
3388400,ATCMF,15.0
318377,TDW.WB,10.0
346397,WRE,60.0
1025574,MFGI,40.0
4267759,BIOAQ,15.0
2855066,INNI,20.0
3167023,SUGR.,35.0
3795310,TREE,40.0
241164,OXY,10.0
2949046,WNEB,40.0
1033456,UGE.,20.0
883390,PIH,40.0
139416,ALLY,40.0
2340323,KBSTY,15.0
4110514,TRRGF,15.0
2113222,IMH,40.0
1208662,CCM.,15.0
2727256,ISPD,45.0
1042069,GRPH,20.0
958561,SLM,40.0
3327938,PAC,20.0
1954273,ADT,20.0
1334951,EFII,45.0
3025729,PMT.,10.0
2694731,SMU.UN,60.0
1993467,HUTMF,45.0
4224273,CMMMF,15.0
2858114,ARBTF,15.0
2655418,SNRAF,10.0
2460983,LGMFF,30.0
2493575,KIQ,20.0
3967747,AVTD,35.0
655133,FBNC,40.0
2436873,ELN.,15.0
3659111,ARNGF,15.0
2777065,CBX.,45.0
556121,HGEN,35.0
1337614,BUDT,50.0
673559,WBS.PF,40.0
3310635,EQST,55.0
2119503,SGU,55.0
2353452,SOHVY,20.0
1325685,BKKLY,40.0
1163237,MYHI,30.0
3087359,PTOZF,15.0
2514157,TYHJF,15.0
163036,JBHT,20.0
1567335,GILT,45.0
2457487,SSEBF,15.0
1292149,CNFR,40.0
3989627,RSCI,30.0
646625,ADSW,20.0
2288368,NOUV,35.0
1974862,CLNC,40.0
4008366,WWPW,55.0
1364066,MPVD.,15.0
377937,MRTI,60.0
813726,AERI,35.0
50597,BAM.PF.E,40.0
225419,NRTI,30.0
407378,DKL,10.0
2210076,CMG.,10.0
4021936,CBBWF,15.0
2018600,RHC.,10.0
3080952,CMHXF,20.0
2558635,BAL.,15.0
2973624,HESV,20.0
3900390,TTTM,25.0
3961357,PLOW,20.0
362142,ALEX,60.0
1151757,PROM,50.0
2815991,EXF.,45.0
3426097,OREAF,15.0
3155854,ETOLF,20.0
1945454,DNJR,40.0
2715504,PTS.,25.0
3563285,MD.,15.0
954341,DXIEF,10.0
181332,EME,20.0
1542203,CHS,25.0
1594131,SGY.WS,10.0
3704664,NMOC,25.0
507973,MTH,25.0
3185658,OTEL,50.0
2146930,ELLO,55.0
1388460,DTSS,45.0
4074660,BAH,45.0
432853,DRE,60.0
2462767,FRU.,10.0
2425858,WPM.,15.0
2525580,VR.,15.0
2036949,FLURF,45.0
2206374,KRC,60.0
2315901,ROCLF,25.0
3013954,PDIV,25.0
2902949,JE.,55.0
3265673,CCO,50.0
2235228,SPBV,30.0
86330,CMTX,25.0
2876584,ETP,10.0
1313595,FCEL,20.0
1896987,TI.,15.0
1305401,DWCH,45.0
109681,ETN,20.0
4415606,NUSMF,15.0
584340,RY.PT,40.0
2062998,AATP,35.0
3981625,NWH.UN,60.0
3571526,HEAT,20.0
3890471,GXO.,10.0
3609207,GLG.,30.0
336527,SGMS,25.0
2699804,JNPR,45.0
683554,DGJI,30.0
3331565,CEU.,10.0
396553,EHC,35.0
1535666,SCON,45.0
3948629,HGLD.1,15.0
3187410,SZM.,15.0
3067339,CWEGF,10.0
1916989,FUND.,45.0
1478921,HHDS,60.0
3004663,TXHE,10.0
2931283,ACUS,35.0
2228715,CKYS,45.0
277173,RCIAF,50.0
3903352,CLNY,60.0
4374663,MDSMF,15.0
853299,STAY,25.0
725861,CNAF,40.0
2642257,ELCI,40.0
996882,URB.,40.0
2502988,DYG.,15.0
2637016,GRHI,25.0
2805548,BEP.PR.M,55.0
2380136,VLEEY,25.0
3051010,NUVSF,10.0
2686159,ATLC,40.0
872249,DENN,25.0
1620245,COST,30.0
2739005,TCLRY,50.0
2942035,AYI,20.0
1430930,BEW.,45.0
4438882,JBAXY,40.0
2003830,PVTL,45.0
3241749,GAINL,40.0
53107,BMY,35.0
4451366,TLC,35.0
2154460,TCX,45.0
3523884,FFHL,15.0
1576525,ALL.PF,40.0
18693,ALOG,35.0
3597115,NAR.,15.0
471311,FRC.PH,40.0
2957350,AWRRF,25.0
797319,IMNPQ,35.0
2608264,GIL,25.0
3496159,LBS.,40.0
2655167,SCTN,45.0
4369424,BYDDY,25.0
2149440,CYPW,20.0
673333,WBSFW,40.0
4456080,AVACF,10.0
2958975,CGUD,45.0
789870,MUSA,25.0
2057023,PBX.,25.0
4386532,CYGT,45.0
2935598,NTHD,35.0
4213251,IZZ.,15.0
2997740,NRPR,30.0
715986,TSCAP,40.0
2166783,AXAHY,40.0
4461658,ACA,20.0
11806,HES.PA,10.0
1641200,MBOT,35.0
1665029,DWOG,10.0
2897837,SHBI,40.0
1941267,VMD.,35.0
2056526,ETTX,35.0
147955,MGI,45.0
1882747,FNKO,25.0
4180882,PVL,10.0
1592977,CRTG,20.0
2503761,ECX.,10.0
3045926,JFWV,40.0
2867945,SGRCF,15.0
2907353,NGMC,30.0
471707,APH,45.0
2227962,PRVU,25.0
3009642,TCPP,40.0
2861178,GNG.,15.0
2268189,SAPIF,30.0
3721607,GVFG,40.0
2124452,CYIG,30.0
1760279,CPHC,25.0
2232290,GLBH,35.0
4040366,SPRN,10.0
3578323,CHSH,20.0
2727760,OMN,15.0
1479173,UAVS,20.0
2188951,SCRYY,40.0
2339321,AGLXY,55.0
2766383,ZYXI,35.0
187979,KEX,20.0
2249101,WOWFF,50.0
2445134,HBKRF,15.0
3754695,NXFI,20.0
2279332,GUN.,15.0
1033707,QENC,30.0
4325293,QABSY,20.0
2325143,SSC.,20.0
3236397,CMHF,40.0
2552078,CRU.,15.0
826432,TNDM,35.0
1535144,ELF,30.0
2397931,AN.,15.0
3409048,KDIAF,15.0
2627552,HDII,35.0
1123087,PARR,10.0
966530,LMBHW,20.0
637367,TOG.,10.0
3833482,VBIO,35.0
484536,TVTV,50.0
2159356,BNYN,35.0
12057,UHAL,20.0
4386536,COSLF,20.0
4018042,TIER,60.0
1929171,NUGS,35.0
458872,CCDBF,15.0
2866188,IRCP,60.0
1928187,ODT,35.0
972878,NLBS,30.0
439938,GLIBP,50.0
1129047,ASHG,15.0
509228,GLRP,10.0
2500027,LNVGY,45.0
622435,BPO.PR.S,40.0
3708680,DECXF,15.0
4313393,MTTCF,30.0
1172758,BNED,25.0
2627301,SAL,40.0
1291647,TKO.,15.0
179543,ENB.PF.K,10.0
248137,PNC.PQ,40.0
2177561,CSV,25.0
4135347,TVIAQ,15.0
829029,ISUZY,25.0
3069539,ASR.,15.0
575995,NMR,40.0
537489,FMCCK,40.0
2731657,BQE.,20.0
4165374,NGPHF,15.0
2932562,GABA,40.0
2115481,PHIL,40.0
4338113,ASAZY,20.0
2723525,MFC.PR.C,40.0
4179608,GLDLF,15.0
3301291,VIAB,50.0
2466568,DJI.,15.0
3143512,TOPS,10.0
2023433,UPPR,50.0
2419637,CBEEF,15.0
2240656,PCG.PA,55.0
911009,CIO,60.0
4335380,GMKKY,30.0
3254127,CFRI,20.0
3216664,PEI.,10.0
239018,WFC.PW,40.0
3793324,KVLQF,10.0
1848443,SOL.,35.0
861622,BRG.PD,60.0
622937,ELFIF,40.0
1814031,TPGH,25.0
696802,VGEN,35.0
4111331,EMRRF,15.0
3737832,ATRGF,15.0
1181799,KMPH,35.0
1964096,VICP,35.0
2371400,CLPBY,35.0
2121943,CLB,10.0
3700879,FCD.UN,60.0
528872,BEK.,60.0
2738441,NEO,35.0
2700557,FPSUF,35.0
2444632,TAOIF,10.0
3775584,TOMZ,20.0
2828622,PROXQ,45.0
2844516,HBE.,15.0
476990,SJR.A,50.0
4113838,CJ,10.0
3806722,BLPG,20.0
4137868,ICLDW,45.0
3156449,FDVA,40.0
736693,JRVS,45.0
3238141,CJT.A,20.0
3871470,BANI,25.0
2776312,NBDR,40.0
2531827,PPM.,15.0
3143261,JOBS,20.0
1612860,CLNFF,20.0
2208913,KMX,25.0
3201576,INFO,20.0
3896326,FSPM,30.0
987939,SPKEP,55.0
3859137,HDRSF,15.0
2269193,CHH,25.0
4417725,FNLIF,40.0
55370,BC,25.0
2431419,TYMB.,15.0
1571966,ECN.PR.A,40.0
3893044,FMBV,30.0
3505662,NLST,45.0
2154209,MVAC,25.0
3767713,CHIT,60.0
2492757,JOR.,15.0
1146417,MFH,45.0
1170332,SYYC,50.0
181583,SRL,40.0
3597366,POETF,45.0
3226337,ZN,10.0
3368332,AXCG,50.0
3155101,INIX,40.0
3827948,AD.,40.0
1085021,HYII,15.0
2322209,FMIA,40.0
52354,BRER,60.0
2244485,PPBN,40.0
2520070,NIO.,15.0
3586606,BNCL,40.0
454248,HSE.,10.0
4135648,RTH.,15.0
624192,FRFHF,40.0
4000615,WSRRF,15.0
3190880,CCD.,15.0
2750798,ONTO,45.0
3568441,GRI.,15.0
1731738,HYYWF,35.0
2174786,HDYNQ,10.0
3354311,GIGL,25.0
3575180,CAI,20.0
3871783,ENRJP,10.0
1373063,MYOK,35.0
689553,ANAV,50.0
1391357,CLPR,60.0
3605742,URGYF,15.0
2370647,AFLYY,20.0
1546900,TRZ.,25.0
3370410,WCUI,35.0
173234,NAV,20.0
3340591,OSF.UN,10.0
3294494,BPTH,35.0
3970330,CRCL,10.0
71142,CHE,35.0
4422902,BFRA,35.0
2875083,MOO.,10.0
2680345,OSAT,50.0
1122585,SIGO,35.0
2446636,RMNXF,15.0
3656090,CXDC,25.0
84861,CA,45.0
1009286,POI.H,45.0
990864,STXMF,40.0
2398209,ICAU.,20.0
3284811,SEKZF,15.0
1182050,SARSF,35.0
3647921,FSBC,40.0
4305912,SNPHY,35.0
4057580,WSML,30.0
493986,WPP,50.0
3782929,HPJ,20.0
728945,DNPLY,20.0
4017684,MQXDF,10.0
889263,HEAR,25.0
3161476,RLTR,50.0
1716921,AKO.A,30.0
1850834,CSSEP,50.0
1487395,PK,60.0
2499776,PLY.,15.0
3836198,ZVO,25.0
3914018,IPCIF,35.0
4013808,INCT,50.0
356151,Z.1,25.0
2765109,MAXW,45.0
1886512,NEXA.,15.0
237512,WFC.PO,40.0
3135544,LPL,45.0
955787,GLRI,10.0
827956,CWRK.,45.0
2134270,MEDT,45.0
345263,WJX.,20.0
2531573,LSGEF,15.0
467297,BXS,40.0
3889969,CGNH,35.0
1740115,FBR,15.0
680946,ASRV,40.0
1145664,AJXA,40.0
1646127,EMN,15.0
762252,NGHCP,40.0
1396937,LFX.,15.0
2555464,LUN.,15.0
2016835,PRSP,45.0
1350048,BBOX,45.0
943674,KEYS,45.0
4031234,STAG,60.0
2718117,NTN.,10.0
4140416,SPD.,15.0
2720416,AGI,15.0
1298748,AGCO,20.0
4111579,EVM.,15.0
2055650,AMTBB,40.0
350127,WDC,45.0
3184505,IFC.PR.C,40.0
2180699,WOWI,20.0
2878283,AZGSQ,10.0
3568692,RGDXQ,35.0
3180392,TGP.PB,10.0
543416,TRS,20.0
3910951,DLMAF,25.0
2654163,NTIP,45.0
1387541,FCPT,60.0
1755492,BRGGF,50.0
594893,DBSDY,40.0
4397983,HIMX,45.0
2499301,CGE.,15.0
226256,NSSC,45.0
2193437,EDMCQ,25.0
790568,IPWR,20.0
2841412,KUU.,50.0
516740,VEGYF,10.0
44795,RHI,20.0
200036,MDU,55.0
202295,MNII,25.0
2073451,USWS,10.0
4029685,MMYT,25.0
4081229,TLSS,20.0
2400873,AMBTQ,45.0
3003909,MSTF,35.0
1066370,CTXR,35.0
3013177,IYXI,35.0
343426,VNORP,60.0
2402688,PAYS,45.0
3151135,DLR.PJ,60.0
923074,ARE.,20.0
1223953,CATB,35.0
4306916,VALE,15.0
1858244,SECO,25.0
2862313,NDEV,40.0
1617986,NVIC,20.0
4220738,GDSKF,15.0
2152452,SASR,40.0
966028,MR,10.0
151472,HVT.A,25.0
2994971,MMLP,10.0
203551,MARPS,10.0
3166117,SIRZF,25.0
4264528,SGBX,20.0
4446141,NATDQ,10.0
2214700,UDHI,35.0
3451333,ENRT,15.0
3487819,PLUUF,10.0
3766388,NQE.2,15.0
2989050,TZOO,50.0
1111258,DDRT.1,35.0
3260944,NRWS,50.0
3413829,NXN.,15.0
1332441,BHTG,20.0
2590719,CFOK,40.0
950615,BNE.,10.0
3381100,NSRPF,15.0
2484554,IRMGF,15.0
451487,TVA.B,50.0
597654,NVLNF,35.0
2550341,SGBI,35.0
3258596,SSW.PD,20.0
2510526,ENA.,45.0
1814360,JWEL.,30.0
2639661,RDUFF,15.0
685562,TTPH,35.0
587624,SKVKY,40.0
2770390,GIGM,50.0
2761198,MXROF,15.0
753,AAL,20.0
3681239,SRLTF,15.0
1617153,BDC,45.0
3220541,KMAX.,15.0
2950050,IMMB,35.0
4362104,CMAKY,40.0
3213075,CEI,10.0
1634433,TEO,50.0
2637280,CMFV,45.0
3450329,IMUC,35.0
1604734,BFS,60.0
3031828,RGSG,40.0
1359096,HOME,25.0
3028249,APL.,20.0
3059549,OLVRF,15.0
1046107,CREX,50.0
2112971,FFIC,40.0
3089308,MUNMF,15.0
1156255,STDY,35.0
2738943,CBCO,40.0
2013429,SPBBF,35.0
2830649,MDCO,35.0
2752721,ALSK,50.0
3086265,TCOM,25.0
2744453,KTOS,20.0
3305436,TRXO,10.0
3645551,SAND,15.0
2632229,CTYO,45.0
3336839,VG,50.0
593864,TD.PF.J,40.0
410893,OSUR,35.0
2064997,CBNK,40.0
2955844,DS.PD,25.0
4054207,SGLBW,20.0
3827851,ALARF,40.0
1802941,RDIB,50.0
4348575,THDDY,50.0
3975204,PTXTQ,35.0
2160140,PRLE,40.0
4184684,ILC.,15.0
1326940,TMPS,20.0
2516329,TIC.,15.0
119619,CVST,50.0
3312336,ESEA,20.0
2396069,ABN.,15.0
2931032,TOS.,35.0
2550592,AZGFF,15.0
2533437,PLO.H,10.0
3070802,TRO.,15.0
215730,MLLS,60.0
1444052,ESI.,10.0
3208228,CTRN,25.0
3239023,ILI.,15.0
338033,UFMG,25.0
652224,FDLB,40.0
2124954,OTEX.,45.0
1681743,LPTX,35.0
3653618,KUT.,20.0
2135274,RNWF,20.0
2177059,PURE,30.0
3005908,STX,45.0
2341156,KAEPY,55.0
612384,GMRE,60.0
2606517,HWBK,40.0
1364568,OOAG,10.0
1491667,KEW.WT,50.0
3800128,URALD,20.0
3848273,EDHD,20.0
2869580,SNVFF,10.0
216232,XCOOQ,10.0
3805478,BHLL,15.0
4104471,ANDX,10.0
737195,AEGG,10.0
3154237,ENAB,25.0
644869,AGPPF,15.0
569395,BNS.PR.F,40.0
4100905,WTHVF,15.0
2294759,URI,20.0
968789,PBFX,10.0
400081,BCS,40.0
2528314,OR,15.0
4243180,RACK,45.0
209575,MDT,35.0
3589367,SHCMF,15.0
2397583,AWI.,25.0
4233363,AVN.,10.0
3409405,AET.,15.0
1382124,AFI,20.0
787583,JASNW,20.0
3281642,UMFG,35.0
1258387,PYPL,45.0
3028500,NPRUF,60.0
3696057,LBRMF,15.0
48836,BAMKF,40.0
3200233,KBRLF,20.0
732220,TMUS,50.0
3810474,ASCMA,25.0
3679228,BTBIF,60.0
3657615,MHLD,40.0
3255633,EVCC,25.0
1436913,PTIX,35.0
4307898,DTTLY,45.0
3492011,IO.,15.0
2734418,PGTK,20.0
1787265,NSIT,45.0
2041528,CRNX,35.0
2034403,LXLLF.1,35.0
1041054,LSTR,20.0
2297346,AENG,25.0
2287113,CSBB,40.0
43320,BKH,55.0
4331113,DTEGY,50.0
3213579,TPC.,10.0
2394558,AIS.,15.0
2046769,PLNHF,35.0
275413,DVT.,10.0
3312587,CMG,25.0
3977838,BSFT.1,45.0
1232525,SPND,10.0
975955,ISTR,40.0
1645114,SHOO,25.0
2730055,AOXG,35.0
2680847,CGXEF,10.0
2831728,CGEN,35.0
1340724,KEM,45.0
2858133,ADYA.,50.0
3777909,BBLKF,20.0
788113,FEYE,45.0
1578065,BEAN.,25.0
675670,ACR.UN,60.0
2713421,BLIAQ,25.0
2207142,VCEL,35.0
3271340,UAA,25.0
4353799,GZT.,60.0
2147683,CRZY,40.0
1279889,CUC.,15.0
875511,KGHI,20.0
3264418,PEBC,40.0
1580661,7153B,50.0
193750,LEN,25.0
2824133,IPC.,25.0
957808,OEC,15.0
2261576,FCCY,40.0
3526419,TBLZ,20.0
3631240,TPIY,35.0
3815960,AIRRF,15.0
1797883,DLTR,25.0
793805,RBII,35.0
3425240,DHX.B,50.0
2222746,ANX.,15.0
3454438,MFS.,35.0
2257381,SEYE,25.0
205308,MAT,25.0
2530125,EFR.WT,10.0
272142,RTN,20.0
3442304,SYVN,30.0
3583849,JMP,40.0
2017336,EVLO,35.0
3517752,JUGRF,15.0
2377660,ITVPY,50.0
1611605,ARRS,45.0
2086166,CEPU,55.0
3846609,AHCP,45.0
793554,ACTL,50.0
4221251,NZERF,10.0
3801954,AGDXF,15.0
1829766,XELAU,45.0
3553619,BBDC,40.0
3451082,SGYPQ,35.0
3684505,ARYX,35.0
2080584,EXDI,35.0
1670432,LBUY,50.0
1096577,AZZ.,10.0
1565064,JBL,45.0
2952832,DOS.,15.0
2175037,WHLM,20.0
3794808,ATVI,50.0
2234557,SRT.2,45.0
3080191,SVNJ,50.0
2263734,ACSEF,45.0
390214,GRYEF,20.0
4134594,ETPHF,15.0
1006857,PLYM.PA,60.0
320898,TTC,20.0
448971,COOP,40.0
2494816,BLKPF,10.0
3430089,SDE.,10.0
2403246,AZNVF.1,15.0
2067137,EGHIF,50.0
403850,UNM,40.0
2658443,UEPEP,55.0
88422,CTO,60.0
1922041,ENTX,35.0
1503479,PMPG,30.0
3053629,OHBK,40.0
1722281,EOCCY,55.0
644116,3NSRGY,30.0
2026499,WRTC,45.0
2465085,GGLXF,15.0
4262771,WHLRW,60.0
2434519,BRSOF,10.0
2649245,CYBA,40.0
4263022,WHLRD,60.0
774843,VTEQ,25.0
1738113,NNBP,35.0
3284019,ASN.,15.0
3396363,KUB.,10.0
2848527,RDEGF,20.0
1042744,AMNF,30.0
2753223,CSFFF,15.0
4400226,PMNXF,15.0
2890070,CNU.,10.0
3332296,RHE,35.0
2532078,AXXDF,15.0
581823,RY.PR.F,40.0
4399473,FRRVY,20.0
3267937,AMP,40.0
1465800,FGLHF,40.0
1202085,SHOP,45.0
1274193,GILD,35.0
3980222,LWSCF,35.0
1134691,DEA,60.0
4000113,BGAVF,15.0
860869,BRG,60.0
152225,HCSG,20.0
1021296,EPRSQ,35.0
2105067,SRNN,40.0
3146219,ENBN,40.0
1609889,ADTC,15.0
1948619,SLDB,35.0
3570968,FRBA,40.0
3882378,BBI.WT.1,10.0
1135193,CHEK,35.0
4432357,FF,15.0
197264,L.PR.B,30.0
321400,TOSBF,20.0
2097178,HBPCF,35.0
3360025,GLOG,10.0
63149,CNI,20.0
1178034,EVA,10.0
2730629,CIR,20.0
3094307,SGQRF,10.0
4145688,NWPP,40.0
513467,DDD,45.0
429060,GNCMB,50.0
1537782,INTU,45.0
4395724,MTL,15.0
3657866,MH.PA,40.0
2704045,LVWD,45.0
112693,EGN,10.0
57386,CAE,20.0
4096934,SLVTF,15.0
3307469,APLN,10.0
3039670,BCLI,35.0
2430143,SWY.,15.0
2985030,MMY.,15.0
3519944,TAST,25.0
404615,CCEP,30.0
2178587,BAESY,20.0
1778334,IAGX,30.0
2884017,HUDRF,15.0
2729015,BLK,40.0
2291375,MHTX,35.0
3852308,TRITF,55.0
2342411,GEAGY,20.0
4344276,MX,45.0
2410475,CRRVF,35.0
125141,M,25.0
1674186,ARCAY,20.0
4420336,SWTUY,35.0
1129164,CBNC,40.0
2453917,GSTN,45.0
444136,PMD,35.0
155739,HSY,30.0
493484,CDMO,35.0
2475525,GSA.,10.0
386484,CRWTF,20.0
3482565,PCQ.,10.0
2335808,NXGPF,25.0
525597,CPE,10.0
619317,ISNPY,40.0
3176284,SESI,45.0
978495,DNR,10.0
2515471,HRTT,35.0
2041893,SGMLF,15.0
1764978,ROSE,10.0
1276605,MSON,35.0
380447,COTY,30.0
588879,HLDCY,60.0
2958877,BVPIF,40.0
1241879,DIN,25.0
3317259,FIS,45.0
262584,KGC,15.0
3657094,GTARF,15.0
3760044,PMBS,35.0
4389988,RPKIF,15.0
2816500,MBT,50.0
589381,KBCSY,40.0
1329122,GLFW,25.0
1996145,CNXXF,35.0
3635187,RPMGF,15.0
3522629,AFFU,50.0
3173826,RIN.,40.0
3755629,NBU.,15.0
1843317,ESR.,15.0
102038,DIS,50.0
3270702,BWP,10.0
2897636,ZCC.H,15.0
3225584,ECOS,20.0
3688695,SRCI,10.0
2291626,WIFT,25.0
3435354,GSL,20.0
4044641,TCC.,40.0
1852469,ZLAB,35.0
557165,NGLOY,15.0
462221,BBD.PR.D,20.0
2619203,XCX.,35.0
1513454,AZRX,35.0
70891,DLPX,20.0
2476501,GTHR,35.0
1132655,UOIP,50.0
175371,ENB.PR.A,10.0
6791,APD,15.0
2287364,KCPC,40.0
2710620,WNDW,45.0
2342160,CRRFY,30.0
515729,CLGZF,20.0
771899,USDF,20.0
996631,URNAF,40.0
2750547,FNSR,45.0
2884519,MMP,10.0
1991677,COSG,20.0
2176550,EACC,40.0
3816456,FSFG,40.0
1567589,NTZ,25.0
2851434,MGA.,10.0
1839156,DM.,45.0
4181133,FPMI,35.0
4458088,ATH,40.0
1249683,FIZZ,30.0
2397834,AMRZF,15.0
1834004,JBGS,60.0
3176194,EPGL,35.0
2328993,ACPPQ,40.0
3086823,OXSQ,40.0
844533,TMMFF,15.0
65916,CAH,35.0
762754,NGHCN,40.0
179292,ENB.PR.C,10.0
536987,FMCCH,40.0
3258345,ATCO,20.0
2852807,NRGMF,15.0
3534562,XX.,25.0
2183157,KNOS,20.0
978746,PARNF,35.0
1006606,PLYM,60.0
1365383,AKTX,35.0
2070017,ETRN,10.0
4061405,AAO.,40.0
2053525,DSV.,15.0
2628751,SCIL,45.0
1183999,ZAIS,40.0
4279549,TIMGF,15.0
2494450,APRAF,15.0
1520381,SITC.PJ,60.0
3566276,SD,10.0
3386141,SPN.,50.0
777751,ENCR,20.0
932218,SERV,25.0
2546261,REI.UN,60.0
4283063,GRBMF,30.0
2343666,SPMYY,45.0
1646122,SABN,10.0
455252,HSE.PR.G,10.0
1057618,JLMC,25.0
3241160,GAINO,40.0
1630546,VLNCF,35.0
2344921,CGKEY,55.0
1149429,BLPH,35.0
2225097,PGIE,10.0
4110263,OXLCM,40.0
3161978,HUGE.,45.0
2819254,MTB.,15.0
589130,IVSBY,40.0
4066045,CMRE.PD,20.0
2477254,HWKDF,15.0
759993,NWHM,25.0
2357596,CBHM,20.0
2276109,CBIS,35.0
2716257,IGLDF,50.0
4452804,IMTE,45.0
3623430,CNWHF,25.0
314361,SCRCQ,30.0
3548816,CYS.PA,40.0
510673,FCRM,40.0
1410166,AZRE,55.0
2169042,RGBOQ,35.0
2848779,BAA.,15.0
3072057,PBNC.,40.0
3287894,HPI.,15.0
2389912,SGPYY,45.0
3423708,LMST,40.0
2467355,MKVNF,15.0
2384141,CTXAY,10.0
3489539,BDI.,20.0
4198150,ENPH,45.0
2041643,CNST,35.0
2660801,FMOO,40.0
523262,IFSPF,15.0
2349439,MSLOY,20.0
4020932,CNKEF,10.0
2152201,CWBC,40.0
1544165,FLGT,35.0
3226588,SYUP,35.0
734749,SVRGF,10.0
4442565,SME.,15.0
310594,TECK,15.0
3611130,ESP.,45.0
1047159,ELST,45.0
1694692,CTCC,20.0
186928,IHRC,40.0
3802962,MYRG,20.0
3079438,NLPXF,15.0
2256377,OMEX,20.0
2112720,SAM,30.0
186426,KENS,25.0
976959,GPRO,25.0
1566582,RGA,40.0
294176,JCO.,10.0
1831745,BBCPW,20.0
2245489,EVBN,40.0
359660,ZIONO,40.0
3902583,OTCM,40.0
1495444,KIDS,35.0
314863,VIV.,35.0
2504263,MCBC,40.0
2405382,AUNFF.1,15.0
366635,ASB.PE,40.0
4417223,ENVS,25.0
2467104,RPC.,10.0
1248508,SYBRQ,30.0
3924046,HCC.,15.0
4441893,CHYHY,15.0
233840,6713B,25.0
1522128,SGA,50.0
2181881,SNBC,40.0
2935601,FTMK,50.0
2548659,YRLLF,20.0
327789,TRT,45.0
3558765,BSRC,45.0
531967,STAR.PG,60.0
328291,TWIN,20.0
178037,ENB.PF.A,10.0
792550,HOKCY,55.0
56374,CXEE,20.0
2712883,PAZRF,60.0
2505016,MCKZF,40.0
1606534,MHMI,35.0
137328,AJRD,20.0
2790868,MAG,15.0
1686594,AKS,15.0
1139128,WNRC,50.0
3048436,EBGUF,10.0
2800281,PCOA,20.0
2358349,TKGSY,55.0
2290371,FPFI,30.0
1161982,ABVN,20.0
2448833,EGDFF,15.0
958310,CZR,25.0
4131887,DRWN,35.0
856437,GENGF,10.0
4306163,TUWOY,10.0
2637542,MCOA,45.0
627104,FFH.PR.J,40.0
3670250,GRYO,15.0
1253044,CBAUY,40.0
4387079,SCZC,40.0
3899637,WHLX,50.0
852546,CARA,35.0
1863907,GRMM,50.0
2865348,EFL.,20.0
1625281,PRE.PI,40.0
2702627,EWKS,50.0
251785,ECORF,15.0
2606266,PVRS,10.0
3996606,IDMMF,15.0
3550968,JASO,45.0
2140658,SSTRF,50.0
2564581,TEUTF,15.0
3188414,AX,40.0
189485,KYOCY,45.0
724555,SSMLF,15.0
2947826,PKTX,35.0
3523131,NDTP,15.0
2585396,TORR.,40.0
48067,BAM.PR.M,40.0
2685657,SEOVF,35.0
2881738,NIP.,15.0
144189,GT,25.0
1374569,NHCMF,45.0
1791520,MYMX,35.0
1549024,VNR.PR.A,55.0
2519094,NRSRF,15.0
4270050,SYNC,45.0
932469,CQCQ,30.0
2688979,NETO,45.0
3659864,TRYXF,15.0
2255145,NICK,40.0
3631939,TZR.,10.0
1271439,LTE.,45.0
2753725,ZMSPF,35.0
1351315,HMSY,35.0
3776610,GLTC,15.0
978354,NAL.,10.0
1673684,KALTF,35.0
2293165,INGR,30.0
3745332,AORO.,15.0
1123338,DTRL,50.0
2146164,ABUS,35.0
587875,MURGY,40.0
963267,HMCBF,40.0
2848017,SHL.,15.0
2855568,SLCT,40.0
1932016,AHE.,10.0
3095329,RGI.,20.0
1201496,TWMIF,10.0
2252813,GYSLF,15.0
3579327,AVOI,45.0
1264908,WRLD,40.0
2052788,ELAN,35.0
2086395,LOGN,40.0
1032357,RBCF,40.0
2384643,CGGYY,10.0
1290894,AERG,20.0
1757500,ACFL,40.0
3469211,DEI,60.0
2281343,CNHC,45.0
2569203,BIDCF,45.0
1088629,TILCF,40.0
333275,UNH,35.0
142432,GLAXF,35.0
3259935,EDG.,15.0
3638417,ZTR.H,10.0
413799,KTO.,15.0
2130503,WYY,45.0
3096082,VFF,30.0
